delivery_id,order_id,route_id,carrier_type,dispatch_time,promised_delivery_time,actual_delivery_time,delivery_distance_km,delay_minutes,delivery_date
386,68026,12,3PL Partner,2025-04-17 14:00:00,2025-04-17 15:47:49.449577,2025-04-17 15:55:26.126528,28.11,7.6,2025-04-17
387,52968,13,Van,2025-01-18 05:00:00,2025-01-18 08:00:50.416613,2025-01-18 08:13:09.134209,32.53,12.3,2025-01-18
388,50097,11,3PL Partner,2025-04-25 14:00:00,2025-04-25 15:12:57.406510,2025-04-25 15:02:57.406510,12.61,-10.0,2025-04-25
389,25332,12,Bike,2025-04-29 04:00:00,2025-04-29 08:53:14.961870,2025-04-29 08:57:22.476166,48.96,4.1,2025-04-29
390,24621,1,3PL Partner,2025-01-28 09:00:00,2025-01-28 12:24:16.633526,2025-01-28 12:14:16.633526,37.91,-10.0,2025-01-28
391,86870,17,Truck,2025-02-08 16:00:00,2025-02-08 18:31:23.476611,2025-02-08 18:23:24.955942,28.78,-8.0,2025-02-08
392,28174,16,Truck,2025-03-27 11:00:00,2025-03-27 11:38:54.171480,2025-03-27 11:28:54.171480,10.67,-10.0,2025-03-27
393,50502,11,Van,2025-01-25 16:00:00,2025-01-25 16:18:22.653264,2025-01-25 16:33:39.367048,4.59,15.3,2025-01-25
394,46674,13,Bike,2025-01-13 19:00:00,2025-01-13 20:16:20.722495,2025-01-13 21:00:10.645093,17.36,43.8,2025-01-13
395,47260,18,Truck,2025-01-25 03:00:00,2025-01-25 06:22:58.762767,2025-01-25 06:23:51.435885,38.15,0.9,2025-01-25
396,52498,11,3PL Partner,2025-05-18 02:00:00,2025-05-18 03:25:45.556208,2025-05-18 03:55:03.716517,14.93,29.3,2025-05-18
397,77609,12,Truck,2025-04-19 17:00:00,2025-04-19 18:39:31.577999,2025-04-19 19:12:02.409378,27.9,32.5,2025-04-19
398,59464,6,Truck,2025-04-21 03:00:00,2025-04-21 06:33:02.712629,2025-04-21 06:23:02.712629,36.94,-10.0,2025-04-21
399,81805,9,Van,2025-04-21 21:00:00,2025-04-21 21:36:31.821559,2025-04-21 21:26:51.268858,7.18,-9.7,2025-04-21
400,74919,16,3PL Partner,2025-02-03 14:00:00,2025-02-03 16:48:37.210463,2025-02-03 17:18:26.168169,34.89,29.8,2025-02-03
401,64469,4,3PL Partner,2025-01-08 07:00:00,2025-01-08 07:23:04.334228,2025-01-08 07:31:13.524592,6.41,8.2,2025-01-08
402,27194,3,3PL Partner,2025-04-23 11:00:00,2025-04-23 13:33:01.717739,2025-04-23 13:23:01.717739,48.33,-10.0,2025-04-23
403,36811,16,Van,2025-03-24 09:00:00,2025-03-24 10:59:43.138352,2025-03-24 10:56:58.906848,25.44,-2.7,2025-03-24
404,82377,12,3PL Partner,2025-06-18 04:00:00,2025-06-18 04:45:44.557417,2025-06-18 05:04:08.149711,9.23,18.4,2025-06-18
405,53723,11,3PL Partner,2025-01-06 19:00:00,2025-01-06 20:06:57.608486,2025-01-06 20:01:04.884477,18.43,-5.9,2025-01-06
406,85235,5,Truck,2025-01-26 01:00:00,2025-01-26 02:41:59.858362,2025-01-26 02:31:59.858362,21.84,-10.0,2025-01-26
407,86298,18,Truck,2025-02-28 12:00:00,2025-02-28 15:33:49.703296,2025-02-28 15:37:23.287483,38.39,3.6,2025-02-28
408,69238,19,3PL Partner,2025-05-01 00:00:00,2025-05-01 03:27:27.585394,2025-05-01 03:32:38.393561,37.68,5.2,2025-05-01
409,12147,6,Bike,2025-05-30 20:00:00,2025-05-30 23:01:24.094580,2025-05-30 23:11:35.166301,31.37,10.2,2025-05-30
410,48445,18,Bike,2025-03-11 22:00:00,2025-03-11 22:29:01.834073,2025-03-11 23:04:12.494121,7.08,35.2,2025-03-11
411,63803,6,3PL Partner,2025-04-22 03:00:00,2025-04-22 03:36:40.562015,2025-04-22 03:47:44.789372,9.28,11.1,2025-04-22
412,71108,4,Bike,2025-04-04 10:00:00,2025-04-04 10:34:06.933033,2025-04-04 10:48:58.457858,6.5,14.9,2025-04-04
413,12013,12,Van,2025-03-03 23:00:00,2025-03-04 01:07:31.832949,2025-03-04 01:38:38.477317,29.7,31.1,2025-03-03
414,95617,19,Truck,2025-02-24 08:00:00,2025-02-24 10:23:53.479115,2025-02-24 10:34:05.891934,44.1,10.2,2025-02-24
415,92410,2,Van,2025-05-11 18:00:00,2025-05-11 19:27:49.793772,2025-05-11 20:20:33.618666,22.82,52.7,2025-05-11
416,63502,17,Truck,2025-01-31 07:00:00,2025-01-31 07:41:22.133462,2025-01-31 07:31:22.133462,9.72,-10.0,2025-01-31
417,47755,11,Bike,2025-02-05 23:00:00,2025-02-06 00:51:37.155362,2025-02-06 00:42:56.178106,28.79,-8.7,2025-02-05
418,18733,11,Bike,2025-01-06 01:00:00,2025-01-06 03:43:43.069938,2025-01-06 04:05:59.820028,40.96,22.3,2025-01-06
419,19479,16,3PL Partner,2025-03-16 03:00:00,2025-03-16 05:25:56.782767,2025-03-16 06:01:01.959007,37.6,35.1,2025-03-16
420,85361,2,Bike,2025-03-20 05:00:00,2025-03-20 07:18:26.721086,2025-03-20 07:24:25.767090,44.31,6.0,2025-03-20
421,31304,2,Bike,2025-04-28 16:00:00,2025-04-28 17:15:20.139811,2025-04-28 17:05:20.139811,15.34,-10.0,2025-04-28
422,45694,8,3PL Partner,2025-04-04 23:00:00,2025-04-04 23:54:11.706275,2025-04-05 00:39:24.893777,11.31,45.2,2025-04-04
423,91171,13,3PL Partner,2025-06-28 01:00:00,2025-06-28 04:39:23.601934,2025-06-28 04:33:32.759260,44.23,-5.8,2025-06-28
424,96296,10,Truck,2025-03-20 10:00:00,2025-03-20 12:00:03.126936,2025-03-20 12:16:49.992277,33.56,16.8,2025-03-20
425,19490,8,Bike,2025-05-16 18:00:00,2025-05-16 19:05:47.115625,2025-05-16 19:42:04.097799,16.92,36.3,2025-05-16
426,31252,4,Truck,2025-06-22 11:00:00,2025-06-22 14:02:51.095527,2025-06-22 14:04:01.169259,37.63,1.2,2025-06-22
427,16862,15,Truck,2025-05-13 05:00:00,2025-05-13 08:17:21.439577,2025-05-13 08:14:54.886172,41.13,-2.4,2025-05-13
428,79959,1,Van,2025-06-03 21:00:00,2025-06-03 23:22:26.032448,2025-06-03 23:21:21.607158,31.52,-1.1,2025-06-03
429,20450,11,Bike,2025-03-09 18:00:00,2025-03-09 20:21:52.085104,2025-03-09 20:49:53.946612,35.02,28.0,2025-03-09
430,66022,7,Bike,2025-01-20 16:00:00,2025-01-20 17:54:50.847246,2025-01-20 18:26:03.024492,20.01,31.2,2025-01-20
431,71991,17,Van,2025-05-20 14:00:00,2025-05-20 15:51:58.050877,2025-05-20 16:02:38.521347,27.86,10.7,2025-05-20
432,50927,20,Truck,2025-01-01 13:00:00,2025-01-01 14:58:36.136659,2025-01-01 15:46:15.835363,27.16,47.7,2025-01-01
433,98090,18,Bike,2025-03-05 05:00:00,2025-03-05 08:34:59.884066,2025-03-05 08:45:38.243937,42.71,10.6,2025-03-05
434,59853,12,Truck,2025-02-06 10:00:00,2025-02-06 13:15:53.639848,2025-02-06 13:51:44.439705,42.32,35.8,2025-02-06
435,41826,9,Van,2025-04-10 12:00:00,2025-04-10 14:49:34.860541,2025-04-10 14:50:56.458616,41.97,1.4,2025-04-10
436,52879,5,3PL Partner,2025-01-03 00:00:00,2025-01-03 00:10:53.667948,2025-01-03 01:07:34.175788,2.53,56.7,2025-01-03
437,67265,10,Truck,2025-05-14 17:00:00,2025-05-14 20:24:27.201842,2025-05-14 21:05:51.359541,37.98,41.4,2025-05-14
438,82361,4,Bike,2025-01-10 04:00:00,2025-01-10 06:27:18.217111,2025-01-10 06:34:44.647548,38.42,7.4,2025-01-10
439,87990,5,3PL Partner,2025-05-31 09:00:00,2025-05-31 10:58:26.190336,2025-05-31 11:37:07.638586,34.56,38.7,2025-05-31
440,99787,10,Truck,2025-06-21 01:00:00,2025-06-21 03:30:53.113418,2025-06-21 04:08:33.890007,38.3,37.7,2025-06-21
441,96184,11,Truck,2025-01-13 07:00:00,2025-01-13 10:55:20.498328,2025-01-13 11:36:24.147620,42.41,41.1,2025-01-13
442,50736,10,3PL Partner,2025-05-10 19:00:00,2025-05-10 20:20:17.207670,2025-05-10 20:10:17.207670,24.58,-10.0,2025-05-10
443,34530,8,3PL Partner,2025-03-06 04:00:00,2025-03-06 06:35:56.418218,2025-03-06 07:00:19.639957,26.1,24.4,2025-03-06
444,88052,2,3PL Partner,2025-03-14 16:00:00,2025-03-14 16:36:55.237052,2025-03-14 16:57:45.995575,7.99,20.8,2025-03-14
445,57058,8,Bike,2025-01-09 10:00:00,2025-01-09 12:02:03.381394,2025-01-09 12:21:28.669331,20.5,19.4,2025-01-09
446,84094,16,Bike,2025-05-23 23:00:00,2025-05-24 02:11:16.289948,2025-05-24 02:25:38.305668,32.88,14.4,2025-05-23
447,84255,5,Truck,2025-02-07 22:00:00,2025-02-08 00:51:58.833234,2025-02-08 01:06:56.206769,39.46,15.0,2025-02-07
448,14886,3,Truck,2025-06-12 16:00:00,2025-06-12 16:44:40.648932,2025-06-12 17:20:20.417298,12.43,35.7,2025-06-12
449,47387,12,Van,2025-03-10 11:00:00,2025-03-10 11:30:06.491486,2025-03-10 11:50:53.859534,8.62,20.8,2025-03-10
450,31575,13,Bike,2025-06-27 13:00:00,2025-06-27 15:05:49.902059,2025-06-27 15:20:10.189791,33.83,14.3,2025-06-27
451,49643,13,Truck,2025-04-27 23:00:00,2025-04-27 23:10:43.424056,2025-04-27 23:43:30.681274,2.09,32.8,2025-04-27
452,20100,10,3PL Partner,2025-05-17 01:00:00,2025-05-17 01:40:20.055044,2025-05-17 01:58:41.686458,10.56,18.4,2025-05-17
453,70356,4,3PL Partner,2025-03-17 02:00:00,2025-03-17 02:13:39.847905,2025-03-17 02:33:56.130018,3.4,20.3,2025-03-17
454,17856,9,Bike,2025-02-04 00:00:00,2025-02-04 00:43:30.536299,2025-02-04 01:30:50.980830,10.01,47.3,2025-02-04
455,48169,2,3PL Partner,2025-02-09 21:00:00,2025-02-09 22:01:26.031363,2025-02-09 22:02:44.654508,10.7,1.3,2025-02-09
456,38804,19,Van,2025-03-01 07:00:00,2025-03-01 08:13:32.054716,2025-03-01 08:03:32.054716,20.61,-10.0,2025-03-01
457,45790,1,Truck,2025-01-11 08:00:00,2025-01-11 09:04:15.388748,2025-01-11 09:15:42.224961,21.31,11.4,2025-01-11
458,40988,7,Truck,2025-01-14 02:00:00,2025-01-14 04:19:49.208367,2025-01-14 04:34:06.660381,43.96,14.3,2025-01-14
459,86448,17,Truck,2025-06-14 04:00:00,2025-06-14 06:31:20.683849,2025-06-14 06:55:46.518684,26.49,24.4,2025-06-14
460,48506,3,Bike,2025-03-24 13:00:00,2025-03-24 16:01:30.441632,2025-03-24 16:13:39.220730,36.72,12.1,2025-03-24
461,97904,20,3PL Partner,2025-06-03 03:00:00,2025-06-03 03:26:43.708811,2025-06-03 03:51:49.851904,7.0,25.1,2025-06-03
462,77306,20,Van,2025-03-30 12:00:00,2025-03-30 12:45:16.714079,2025-03-30 13:45:22.254095,12.82,60.1,2025-03-30
463,22305,3,Bike,2025-02-11 17:00:00,2025-02-11 19:18:46.576173,2025-02-11 19:44:48.393356,35.74,26.0,2025-02-11
464,19969,3,Truck,2025-02-09 07:00:00,2025-02-09 07:15:09.926480,2025-02-09 07:44:42.704841,4.53,29.5,2025-02-09
465,22404,17,Van,2025-02-08 07:00:00,2025-02-08 09:27:41.551890,2025-02-08 09:35:06.114201,25.36,7.4,2025-02-08
466,18989,7,Truck,2025-01-14 18:00:00,2025-01-14 20:44:41.911295,2025-01-14 20:34:41.911295,30.77,-10.0,2025-01-14
467,75305,14,Truck,2025-05-05 05:00:00,2025-05-05 07:15:34.607026,2025-05-05 07:05:34.607026,30.9,-10.0,2025-05-05
468,45983,17,Bike,2025-04-07 22:00:00,2025-04-07 22:17:20.909276,2025-04-07 22:16:58.492577,3.1,-0.4,2025-04-07
469,49462,18,Truck,2025-03-04 14:00:00,2025-03-04 15:05:27.063575,2025-03-04 14:55:27.063575,17.46,-10.0,2025-03-04
470,29360,13,Van,2025-06-02 16:00:00,2025-06-02 18:47:41.088874,2025-06-02 19:07:57.347704,32.55,20.3,2025-06-02
471,95657,20,Truck,2025-02-22 07:00:00,2025-02-22 07:50:57.714202,2025-02-22 07:53:18.333821,9.15,2.3,2025-02-22
472,36287,20,3PL Partner,2025-04-14 18:00:00,2025-04-14 20:24:00.433926,2025-04-14 20:14:00.433926,35.38,-10.0,2025-04-14
473,75472,18,Truck,2025-02-08 18:00:00,2025-02-08 21:19:19.183169,2025-02-08 21:31:56.232113,37.8,12.6,2025-02-08
474,71313,4,Bike,2025-05-14 02:00:00,2025-05-14 05:10:53.896750,2025-05-14 05:06:07.538118,49.13,-4.8,2025-05-14
475,44160,1,Van,2025-05-15 18:00:00,2025-05-15 18:47:02.461801,2025-05-15 19:06:03.393305,12.07,19.0,2025-05-15
476,16789,18,Bike,2025-02-11 19:00:00,2025-02-11 21:18:10.893986,2025-02-11 21:42:20.045582,41.61,24.2,2025-02-11
477,37181,1,3PL Partner,2025-01-15 14:00:00,2025-01-15 15:56:32.003728,2025-01-15 15:52:29.802732,26.97,-4.0,2025-01-15
478,24385,13,Truck,2025-06-06 00:00:00,2025-06-06 01:43:23.986807,2025-06-06 01:48:39.249390,19.93,5.3,2025-06-06
479,92597,20,Bike,2025-06-04 03:00:00,2025-06-04 03:45:49.943211,2025-06-04 04:00:07.818116,7.87,14.3,2025-06-04
480,75641,20,Bike,2025-06-06 05:00:00,2025-06-06 07:59:29.125426,2025-06-06 07:49:29.125426,37.3,-10.0,2025-06-06
481,54247,10,Bike,2025-04-07 04:00:00,2025-04-07 05:14:27.444384,2025-04-07 05:28:45.213411,13.32,14.3,2025-04-07
482,96673,11,Bike,2025-06-04 22:00:00,2025-06-04 23:48:24.640313,2025-06-04 23:38:24.640313,19.83,-10.0,2025-06-04
483,15544,9,3PL Partner,2025-02-02 03:00:00,2025-02-02 03:17:36.436831,2025-02-02 03:38:55.297206,5.0,21.3,2025-02-02
484,23275,9,3PL Partner,2025-03-27 01:00:00,2025-03-27 04:00:22.412074,2025-03-27 04:01:40.215679,40.47,1.3,2025-03-27
485,73248,5,Truck,2025-01-10 04:00:00,2025-01-10 06:09:59.839878,2025-01-10 05:59:59.839878,38.8,-10.0,2025-01-10
486,44550,1,Truck,2025-05-03 09:00:00,2025-05-03 12:07:47.803321,2025-05-03 12:06:11.835002,37.21,-1.6,2025-05-03
487,63693,17,Van,2025-04-07 21:00:00,2025-04-07 22:35:46.728568,2025-04-07 22:35:01.519071,16.37,-0.8,2025-04-07
488,29641,2,3PL Partner,2025-02-07 12:00:00,2025-02-07 12:35:13.699027,2025-02-07 13:06:35.924087,10.33,31.4,2025-02-07
489,81749,13,Bike,2025-06-08 14:00:00,2025-06-08 16:49:35.224153,2025-06-08 17:03:03.189792,32.6,13.5,2025-06-08
490,90021,9,Bike,2025-04-19 23:00:00,2025-04-20 01:06:24.810834,2025-04-20 00:57:17.277885,25.82,-9.1,2025-04-19
491,25605,4,Van,2025-06-29 23:00:00,2025-06-29 23:50:09.010012,2025-06-30 00:33:07.889557,10.56,43.0,2025-06-29
492,60713,5,Bike,2025-01-15 07:00:00,2025-01-15 09:25:38.675829,2025-01-15 09:48:10.464311,34.92,22.5,2025-01-15
493,30390,11,Van,2025-01-05 14:00:00,2025-01-05 17:21:32.290099,2025-01-05 17:24:48.703257,49.57,3.3,2025-01-05
494,85403,19,Truck,2025-03-09 11:00:00,2025-03-09 12:58:44.394680,2025-03-09 12:48:44.394680,37.87,-10.0,2025-03-09
495,68466,3,3PL Partner,2025-06-22 01:00:00,2025-06-22 03:17:05.125003,2025-06-22 03:18:35.612708,37.52,1.5,2025-06-22
496,13981,12,Van,2025-06-04 18:00:00,2025-06-04 20:25:00.778724,2025-06-04 20:30:36.163022,47.62,5.6,2025-06-04
497,19493,19,Bike,2025-06-13 03:00:00,2025-06-13 03:55:42.119810,2025-06-13 04:13:04.958608,11.74,17.4,2025-06-13
498,81218,19,Van,2025-01-26 10:00:00,2025-01-26 11:36:41.695001,2025-01-26 11:58:50.402813,29.15,22.1,2025-01-26
499,81318,13,Truck,2025-01-27 04:00:00,2025-01-27 08:35:27.799624,2025-01-27 09:01:35.698138,49.02,26.1,2025-01-27
500,26984,7,Bike,2025-05-28 10:00:00,2025-05-28 10:45:23.594665,2025-05-28 10:35:23.594665,9.93,-10.0,2025-05-28
501,32760,15,Truck,2025-03-15 07:00:00,2025-03-15 10:01:35.313043,2025-03-15 10:15:45.518828,35.61,14.2,2025-03-15
502,11524,7,Truck,2025-02-07 05:00:00,2025-02-07 07:07:28.820160,2025-02-07 07:14:17.281170,30.12,6.8,2025-02-07
503,59402,8,Van,2025-01-23 14:00:00,2025-01-23 16:21:09.546524,2025-01-23 17:24:43.119255,30.15,63.6,2025-01-23
504,75614,5,Truck,2025-03-31 13:00:00,2025-03-31 16:26:49.462478,2025-03-31 16:38:07.095805,35.49,11.3,2025-03-31
505,45891,14,Bike,2025-04-17 11:00:00,2025-04-17 13:31:26.185191,2025-04-17 13:28:59.001353,46.62,-2.5,2025-04-17
506,49832,4,Truck,2025-05-21 07:00:00,2025-05-21 09:28:49.927824,2025-05-21 09:41:02.370452,39.56,12.2,2025-05-21
507,55836,10,Truck,2025-04-21 07:00:00,2025-04-21 07:25:04.118498,2025-04-21 07:34:53.836552,4.69,9.8,2025-04-21
508,83953,20,Van,2025-03-01 10:00:00,2025-03-01 12:21:30.568779,2025-03-01 12:11:30.568779,42.93,-10.0,2025-03-01
509,23362,15,Truck,2025-04-10 15:00:00,2025-04-10 15:41:23.354148,2025-04-10 15:59:33.319504,12.83,18.2,2025-04-10
510,76745,18,3PL Partner,2025-03-09 04:00:00,2025-03-09 05:22:04.066729,2025-03-09 05:25:51.397020,20.09,3.8,2025-03-09
511,47921,20,Van,2025-04-30 04:00:00,2025-04-30 05:19:10.244202,2025-04-30 05:28:38.214744,24.16,9.5,2025-04-30
512,80434,13,Van,2025-03-13 09:00:00,2025-03-13 10:59:16.673305,2025-03-13 10:51:48.391064,25.08,-7.5,2025-03-13
513,28562,8,Bike,2025-04-02 08:00:00,2025-04-02 09:24:12.203326,2025-04-02 09:14:12.203326,22.89,-10.0,2025-04-02
514,74510,9,Bike,2025-02-20 13:00:00,2025-02-20 17:27:15.201900,2025-02-20 17:54:49.860701,46.99,27.6,2025-02-20
515,86407,16,Bike,2025-02-09 08:00:00,2025-02-09 11:12:01.418060,2025-02-09 11:44:11.566048,35.89,32.2,2025-02-09
516,17610,19,Bike,2025-01-11 22:00:00,2025-01-12 00:44:40.920718,2025-01-12 01:03:02.639045,32.3,18.4,2025-01-11
517,25791,16,3PL Partner,2025-01-01 13:00:00,2025-01-01 13:21:18.412735,2025-01-01 13:11:18.412735,4.39,-10.0,2025-01-01
518,68047,7,Van,2025-04-11 20:00:00,2025-04-12 00:13:44.163145,2025-04-12 00:33:23.839176,45.39,19.7,2025-04-11
519,77906,14,Truck,2025-03-31 13:00:00,2025-03-31 15:47:30.061498,2025-03-31 15:37:30.061498,45.65,-10.0,2025-03-31
520,29665,14,Bike,2025-06-13 21:00:00,2025-06-14 00:41:41.022443,2025-06-14 00:38:27.611681,39.45,-3.2,2025-06-13
521,80246,4,Bike,2025-02-26 00:00:00,2025-02-26 00:12:32.897248,2025-02-26 00:39:51.567387,2.34,27.3,2025-02-26
522,75864,15,Bike,2025-03-04 21:00:00,2025-03-04 21:24:54.505084,2025-03-04 21:48:03.623262,4.75,23.2,2025-03-04
523,56451,3,Truck,2025-02-24 18:00:00,2025-02-24 19:00:00.150658,2025-02-24 19:19:08.511495,12.81,19.1,2025-02-24
524,96148,5,Bike,2025-06-17 14:00:00,2025-06-17 14:31:02.959159,2025-06-17 15:07:18.442344,8.3,36.3,2025-06-17
525,55890,1,Truck,2025-05-29 14:00:00,2025-05-29 15:30:17.942648,2025-05-29 15:51:29.960825,21.14,21.2,2025-05-29
526,16794,3,Van,2025-02-22 08:00:00,2025-02-22 12:09:03.067944,2025-02-22 11:59:03.067944,46.29,-10.0,2025-02-22
527,42888,15,Van,2025-06-29 20:00:00,2025-06-29 21:16:19.654201,2025-06-29 21:18:56.217185,24.66,2.6,2025-06-29
528,16749,8,Van,2025-06-03 08:00:00,2025-06-03 08:14:07.897426,2025-06-03 08:23:17.967277,2.64,9.2,2025-06-03
529,56531,4,3PL Partner,2025-02-04 19:00:00,2025-02-04 19:57:55.822500,2025-02-04 20:04:45.332428,15.57,6.8,2025-02-04
530,30608,2,Truck,2025-01-25 10:00:00,2025-01-25 10:14:12.853657,2025-01-25 10:11:52.291447,4.14,-2.3,2025-01-25
531,90986,10,Bike,2025-02-07 01:00:00,2025-02-07 01:12:31.452797,2025-02-07 01:02:31.452797,3.74,-10.0,2025-02-07
532,79211,4,Bike,2025-05-15 17:00:00,2025-05-15 17:46:56.945046,2025-05-15 18:44:57.839009,15.23,58.0,2025-05-15
533,93996,3,Bike,2025-06-11 16:00:00,2025-06-11 17:09:36.593320,2025-06-11 17:11:50.099530,15.23,2.2,2025-06-11
534,66017,2,Bike,2025-05-08 10:00:00,2025-05-08 12:25:23.683435,2025-05-08 13:22:25.605899,39.78,57.0,2025-05-08
535,67676,17,3PL Partner,2025-04-18 18:00:00,2025-04-18 22:51:12.326528,2025-04-18 22:41:12.326528,48.79,-10.0,2025-04-18
536,21560,20,Bike,2025-06-01 06:00:00,2025-06-01 07:33:36.376913,2025-06-01 07:56:44.848996,19.82,23.1,2025-06-01
537,64401,13,3PL Partner,2025-06-29 05:00:00,2025-06-29 06:17:06.166590,2025-06-29 06:31:41.736290,22.59,14.6,2025-06-29
538,60468,5,Truck,2025-03-29 00:00:00,2025-03-29 03:35:34.199757,2025-03-29 03:27:07.860325,42.55,-8.4,2025-03-29
539,42463,9,Van,2025-06-26 10:00:00,2025-06-26 11:24:39.730311,2025-06-26 11:25:18.661779,14.87,0.6,2025-06-26
540,41663,6,Bike,2025-05-30 17:00:00,2025-05-30 17:49:46.244330,2025-05-30 17:59:28.088247,9.51,9.7,2025-05-30
541,78706,5,Van,2025-02-18 06:00:00,2025-02-18 08:18:41.627548,2025-02-18 08:11:48.687607,42.95,-6.9,2025-02-18
542,68773,10,Truck,2025-03-22 19:00:00,2025-03-22 19:24:04.218340,2025-03-22 19:28:56.849627,4.23,4.9,2025-03-22
543,43123,8,Truck,2025-04-15 16:00:00,2025-04-15 18:50:50.876971,2025-04-15 18:40:50.876971,31.75,-10.0,2025-04-15
544,19718,7,Bike,2025-05-28 21:00:00,2025-05-28 22:40:41.270905,2025-05-28 23:04:55.090093,28.98,24.2,2025-05-28
545,72637,7,Truck,2025-03-27 07:00:00,2025-03-27 07:58:42.170799,2025-03-27 08:33:14.752808,18.6,34.5,2025-03-27
546,10028,6,Van,2025-02-18 06:00:00,2025-02-18 07:20:01.558306,2025-02-18 07:39:06.794755,17.13,19.1,2025-02-18
547,72370,20,Bike,2025-01-01 12:00:00,2025-01-01 14:15:25.603184,2025-01-01 15:10:42.712938,39.05,55.3,2025-01-01
548,57599,3,3PL Partner,2025-06-28 23:00:00,2025-06-28 23:33:50.357653,2025-06-28 23:57:28.873126,6.15,23.6,2025-06-28
549,27397,19,Bike,2025-03-03 16:00:00,2025-03-03 16:54:27.903838,2025-03-03 17:27:19.275405,13.37,32.9,2025-03-03
550,55406,15,Van,2025-06-22 15:00:00,2025-06-22 18:33:14.107655,2025-06-22 19:08:00.143054,37.16,34.8,2025-06-22
551,57657,4,Bike,2025-06-17 18:00:00,2025-06-17 20:13:01.079555,2025-06-17 20:03:01.079555,28.32,-10.0,2025-06-17
552,77560,12,Bike,2025-01-18 00:00:00,2025-01-18 00:28:53.582613,2025-01-18 00:47:21.990451,8.14,18.5,2025-01-18
553,23503,6,Van,2025-03-19 18:00:00,2025-03-19 20:31:35.881245,2025-03-19 20:21:35.881245,44.34,-10.0,2025-03-19
554,64943,19,Bike,2025-06-24 17:00:00,2025-06-24 18:38:46.573762,2025-06-24 18:28:46.573762,20.89,-10.0,2025-06-24
555,85839,4,Bike,2025-04-23 17:00:00,2025-04-23 20:40:36.648829,2025-04-23 20:30:36.648829,41.74,-10.0,2025-04-23
556,92674,15,Van,2025-06-15 18:00:00,2025-06-15 21:32:45.985240,2025-06-15 21:36:30.726280,39.81,3.7,2025-06-15
557,35345,9,Truck,2025-03-04 03:00:00,2025-03-04 05:02:22.029608,2025-03-04 05:25:22.581561,31.97,23.0,2025-03-04
558,60390,5,Van,2025-05-09 07:00:00,2025-05-09 08:32:58.452703,2025-05-09 08:51:39.240493,25.74,18.7,2025-05-09
559,69557,13,Bike,2025-06-06 22:00:00,2025-06-07 00:29:31.165485,2025-06-07 00:39:16.067826,49.02,9.7,2025-06-06
560,75054,18,3PL Partner,2025-04-13 02:00:00,2025-04-13 02:45:07.705651,2025-04-13 03:09:34.925780,8.96,24.5,2025-04-13
561,11906,5,3PL Partner,2025-02-01 09:00:00,2025-02-01 10:58:52.636651,2025-02-01 11:24:32.820237,36.81,25.7,2025-02-01
562,50167,16,Van,2025-04-20 01:00:00,2025-04-20 01:47:38.411931,2025-04-20 02:06:29.560958,11.18,18.9,2025-04-20
563,17961,19,3PL Partner,2025-05-04 00:00:00,2025-05-04 01:27:37.671028,2025-05-04 01:17:37.671028,18.24,-10.0,2025-05-04
564,36140,14,Bike,2025-03-28 22:00:00,2025-03-28 23:37:43.933179,2025-03-28 23:32:56.733832,16.82,-4.8,2025-03-28
565,68701,16,Bike,2025-02-01 17:00:00,2025-02-01 20:06:45.926682,2025-02-01 20:17:17.520083,47.46,10.5,2025-02-01
566,87567,15,Van,2025-05-15 07:00:00,2025-05-15 10:01:35.460442,2025-05-15 10:26:15.603902,48.43,24.7,2025-05-15
567,90664,4,Bike,2025-03-06 22:00:00,2025-03-06 22:53:31.144087,2025-03-06 22:43:31.144087,10.78,-10.0,2025-03-06
568,91199,7,Truck,2025-03-08 23:00:00,2025-03-08 23:14:51.202907,2025-03-08 23:24:37.588679,3.06,9.8,2025-03-08
569,91218,16,Bike,2025-03-13 21:00:00,2025-03-13 23:26:06.440594,2025-03-13 23:16:06.440594,36.56,-10.0,2025-03-13
570,90729,8,Van,2025-03-08 18:00:00,2025-03-08 20:07:37.327312,2025-03-08 20:38:08.428895,22.06,30.5,2025-03-08
571,38561,17,Truck,2025-04-07 14:00:00,2025-04-07 14:34:40.229342,2025-04-07 14:49:31.046076,6.26,14.8,2025-04-07
572,60568,16,Truck,2025-01-08 01:00:00,2025-01-08 03:07:51.476422,2025-01-08 02:57:51.476422,34.82,-10.0,2025-01-08
573,83302,10,3PL Partner,2025-02-04 23:00:00,2025-02-05 00:44:42.095540,2025-02-05 00:34:42.095540,28.17,-10.0,2025-02-04
574,39504,10,Bike,2025-03-19 23:00:00,2025-03-20 02:42:36.130560,2025-03-20 03:00:21.048806,49.06,17.7,2025-03-19
575,47146,2,Van,2025-02-15 10:00:00,2025-02-15 11:08:43.232425,2025-02-15 11:46:12.991122,12.92,37.5,2025-02-15
576,50297,9,3PL Partner,2025-05-24 03:00:00,2025-05-24 04:06:59.940556,2025-05-24 03:56:59.940556,21.39,-10.0,2025-05-24
577,96394,17,3PL Partner,2025-06-14 21:00:00,2025-06-14 23:22:27.271311,2025-06-14 23:48:11.196241,28.04,25.7,2025-06-14
578,78607,11,Bike,2025-05-22 22:00:00,2025-05-23 01:17:47.772989,2025-05-23 01:16:57.087727,40.0,-0.8,2025-05-22
579,26939,10,Bike,2025-06-25 17:00:00,2025-06-25 18:44:42.969572,2025-06-25 19:11:10.802495,28.34,26.5,2025-06-25
